delivery_id,timestamp,origin_lat,origin_lon,origin_city,dest_lat,dest_lon,dest_city,distance,traffic_index,temperature,precipitation,wind_speed,weather_condition,vehicle_type,vehicle_capacity_weight,vehicle_capacity_volume,vehicle_avg_speed,package_weight,package_volume,package_priority,special_handling,num_stops,day_of_week,time_of_day,actual_delivery_time
DEL000021,2023-07-04 18:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,1.09,27.5,1.28,11.0,snow,Large Truck,5000,30,35,2385.28,7.46,2,False,3,1,18,9934.6
DEL000022,2023-07-16 14:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.54,22.6,0.02,21.4,cloudy,Small Van,1000,10,45,331.52,0.67,4,False,0,6,14,8116.57
DEL000023,2023-05-10 19:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.71,16.6,0.02,3.6,clear,Large Truck,5000,30,35,2978.42,0.24,5,False,3,2,19,4755.51
DEL000024,2023-07-06 16:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.92,21.5,0.08,14.9,clear,Small Van,1000,10,45,119.35,2.25,1,False,1,3,16,6278.39
DEL000025,2023-10-15 09:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.67,8.9,0.03,17.5,clear,Small Van,1000,10,45,145.15,5.64,4,False,2,6,9,4399.35
DEL000026,2023-12-22 19:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.61,7.2,0.01,15.3,clear,Large Truck,5000,30,35,3303.84,9.27,2,False,2,4,19,259.53
DEL000027,2023-08-14 12:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.59,23.6,0.97,8.5,snow,Medium Truck,3000,20,40,90.26,2.51,1,False,4,0,12,13612.46
DEL000028,2023-08-13 08:00:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,1.09,23.4,0.05,19.5,clear,Medium Truck,3000,20,40,390.5,1.29,5,False,3,6,8,5566.96
DEL000029,2023-10-04 16:00:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068.0,0.46,14.2,0.08,1.1,clear,Medium Truck,3000,20,40,847.88,6.25,4,True,3,2,16,1773.03
DEL000030,2023-02-25 09:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.96,5.8,0.01,7.5,clear,Large Truck,5000,30,35,2405.95,9.29,5,False,0,5,9,8345.69
DEL000031,2023-05-19 09:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.4,10.3,0.91,21.8,snow,Large Truck,5000,30,35,2442.74,11.21,5,False,2,4,9,392.72
DEL000032,2023-04-04 09:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.3,19.5,0.08,16.6,clear,Sprinter,1500,15,50,420.89,1.35,1,False,2,1,9,275.81
DEL000033,2023-11-05 19:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.46,7.4,0.05,26.3,clear,Large Truck,5000,30,35,515.74,20.36,2,False,4,6,19,2294.62
DEL000034,2023-10-28 07:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.47,5.0,0.17,22.9,cloudy,Medium Truck,3000,20,40,1520.26,13.69,5,False,5,5,7,2831.15
DEL000035,2023-06-28 06:00:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.28,26.8,1.11,7.3,rain,Sprinter,1500,15,50,535.73,4.76,3,False,5,2,6,7492.73
DEL000036,2023-10-09 20:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.65,14.9,0.06,14.9,clear,Medium Truck,3000,20,40,543.0,6.01,4,False,2,0,20,4108.55
DEL000037,2023-02-23 08:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,1.15,5.4,0.0,18.4,cloudy,Large Truck,5000,30,35,1565.27,19.28,4,False,2,3,8,5945.47
DEL000038,2023-08-15 08:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.32,22.6,1.0,14.8,rain,Sprinter,1500,15,50,839.75,4.5,4,False,5,1,8,5482.57
DEL000039,2023-10-15 19:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.53,5.8,0.08,5.2,clear,Small Van,1000,10,45,543.9,2.82,3,False,4,6,19,3937.26
DEL000040,2023-11-09 18:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.51,10.6,1.34,13.9,snow,Medium Truck,3000,20,40,1053.7,15.66,5,False,5,3,18,12220.33
DEL000041,2023-04-20 14:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.78,18.3,0.02,10.3,clear,Sprinter,1500,15,50,1159.77,6.17,1,False,4,3,14,4967.93
DEL000042,2023-04-17 19:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.61,12.3,0.07,28.8,clear,Small Van,1000,10,45,100.12,0.39,2,False,5,0,19,4919.7
DEL000043,2023-01-17 09:00:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,1.02,4.4,0.08,28.5,clear,Sprinter,1500,15,50,904.49,6.2,2,False,1,1,9,5759.8
DEL000044,2023-02-28 16:00:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.68,9.3,0.07,9.6,clear,Small Van,1000,10,45,154.11,4.48,1,False,2,1,16,8749.25
DEL000045,2023-09-23 09:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,1.12,13.0,0.14,24.3,cloudy,Large Truck,5000,30,35,1319.42,15.96,5,False,5,5,9,6033.87
DEL000046,2023-10-16 10:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.73,8.6,0.01,2.6,clear,Large Truck,5000,30,35,2525.98,11.41,4,False,3,0,10,395.19
DEL000047,2023-12-29 06:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.24,7.5,0.15,13.8,cloudy,Medium Truck,3000,20,40,1969.71,13.02,4,False,4,4,6,6543.76
DEL000048,2023-03-28 06:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.71,15.1,0.05,16.5,cloudy,Large Truck,5000,30,35,2370.09,19.84,1,False,3,1,6,383.78
DEL000049,2023-10-27 09:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.62,8.1,1.16,16.2,rain,Large Truck,5000,30,35,1854.47,4.26,3,False,1,4,9,3868.31
DEL000050,2023-10-20 07:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,1.14,8.7,0.01,11.8,clear,Medium Truck,3000,20,40,183.39,6.78,3,False,4,4,7,411.88
DEL000051,2023-06-28 06:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.23,21.5,0.06,28.4,clear,Small Van,1000,10,45,126.47,4.57,2,False,1,2,6,1845.77
DEL000052,2023-06-17 07:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.41,24.2,0.0,27.8,clear,Large Truck,5000,30,35,864.74,9.78,1,False,3,5,7,6190.07
DEL000053,2023-07-05 13:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.66,21.9,0.88,4.7,snow,Large Truck,5000,30,35,753.67,10.65,5,False,3,2,13,7948.5
DEL000054,2023-10-19 15:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.47,14.1,1.16,22.9,rain,Large Truck,5000,30,35,411.52,14.68,5,False,4,3,15,6568.42
DEL000055,2023-05-27 07:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,1.01,14.0,0.01,8.0,clear,Large Truck,5000,30,35,1463.53,4.27,1,True,5,5,7,9287.96
DEL000056,2023-10-12 16:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.53,14.8,1.53,2.5,rain,Sprinter,1500,15,50,790.38,4.52,3,False,4,3,16,2804.76
DEL000057,2023-07-16 08:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.87,28.0,0.09,4.9,clear,Sprinter,1500,15,50,841.93,8.69,4,False,2,6,8,352.68
DEL000058,2023-03-07 12:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.46,17.5,0.0,4.0,clear,Sprinter,1500,15,50,523.68,10.81,3,False,1,1,12,228.63
DEL000059,2023-04-16 09:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.46,16.5,0.04,6.6,clear,Small Van,1000,10,45,548.24,5.26,2,False,2,6,9,2094.79
DEL000060,2023-07-09 06:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.61,22.9,0.13,7.3,cloudy,Medium Truck,3000,20,40,2312.57,11.75,1,False,5,6,6,2321.7
DEL000061,2023-01-17 09:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.98,4.5,0.84,7.0,rain,Large Truck,5000,30,35,383.92,12.99,2,False,2,1,9,3654.9
DEL000062,2023-11-01 10:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.44,8.4,0.24,27.7,cloudy,Medium Truck,3000,20,40,1788.64,12.89,5,False,3,2,10,2218.4
DEL000063,2023-09-11 08:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.7,7.1,0.04,7.1,clear,Large Truck,5000,30,35,1816.54,15.18,3,True,2,0,8,4221.78
DEL000064,2023-07-13 13:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.41,20.1,0.27,1.5,cloudy,Medium Truck,3000,20,40,1094.8,3.76,2,False,5,3,13,5637.26
DEL000065,2023-08-19 13:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.45,20.8,0.02,29.5,clear,Medium Truck,3000,20,40,69.51,1.05,3,False,0,5,13,3931.83
DEL000066,2023-11-11 09:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.41,10.7,0.04,25.3,clear,Large Truck,5000,30,35,2497.81,0.91,5,False,4,5,9,2707.92
DEL000067,2023-08-20 13:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.68,28.5,0.05,1.4,clear,Medium Truck,3000,20,40,1540.69,0.81,3,False,5,6,13,5037.9
DEL000068,2023-09-10 12:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.63,9.3,0.09,12.5,clear,Small Van,1000,10,45,621.07,4.85,4,False,4,6,12,4127.33
DEL000069,2023-01-19 08:00:00,39.9526,-75.1652,Philadelphia,29.7604,-95.3698,Houston,2156.27,0.8,5.2,0.01,7.6,clear,Large Truck,5000,30,35,2940.78,4.82,4,False,1,3,8,4484.5
DEL000070,2023-07-07 17:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.78,23.2,0.01,23.0,clear,Large Truck,5000,30,35,1014.4,6.49,3,False,1,4,17,3239.43
DEL000071,2023-12-10 10:00:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.52,6.4,0.09,6.9,cloudy,Sprinter,1500,15,50,50.63,11.44,5,False,5,6,10,4400.8
DEL000072,2023-09-15 10:00:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.33,14.5,1.89,14.1,rain,Medium Truck,3000,20,40,544.97,14.14,5,False,0,4,10,7967.45
DEL000073,2023-08-02 09:00:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.94,24.1,0.01,2.0,clear,Large Truck,5000,30,35,3066.15,16.29,3,False,1,2,9,3790.46
DEL000074,2023-08-20 15:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.27,22.9,0.1,11.9,clear,Large Truck,5000,30,35,3460.61,5.24,2,False,1,6,15,2520.11
DEL000075,2023-05-10 13:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.64,16.2,0.1,8.1,clear,Small Van,1000,10,45,378.72,5.26,5,True,5,2,13,424.38
DEL000076,2023-05-14 17:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.44,17.1,1.79,8.7,rain,Medium Truck,3000,20,40,2337.54,8.78,2,False,1,6,17,8266.87
DEL000077,2023-10-01 06:00:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068.0,0.32,7.1,0.07,9.5,cloudy,Large Truck,5000,30,35,3020.64,13.98,4,False,3,6,6,2008.98
DEL000078,2023-05-31 16:00:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.75,15.7,0.1,23.3,clear,Medium Truck,3000,20,40,768.62,5.64,5,False,4,2,16,4899.44
DEL000079,2023-07-19 13:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.38,27.2,0.09,21.8,clear,Large Truck,5000,30,35,3340.08,16.3,3,False,2,2,13,3904.72
DEL000080,2023-02-02 18:00:00,40.7128,-74.006,New York,34.0522,-118.2437,Los Angeles,3935.75,0.68,4.1,0.01,4.5,clear,Large Truck,5000,30,35,1279.11,10.98,4,False,4,3,18,8676.45
DEL000081,2023-10-05 16:00:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.32,6.6,0.1,10.3,clear,Medium Truck,3000,20,40,206.24,8.43,3,False,5,3,16,2738.86
DEL000082,2023-05-24 08:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.53,15.6,1.67,27.5,rain,Large Truck,5000,30,35,1688.23,5.37,1,False,5,2,8,447.95
DEL000083,2023-11-14 20:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.46,14.1,0.03,23.0,cloudy,Medium Truck,3000,20,40,1688.76,5.48,3,False,3,1,20,2359.11
DEL000084,2023-11-28 12:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.33,5.4,0.06,7.7,clear,Sprinter,1500,15,50,108.09,6.06,4,True,1,1,12,242.75
DEL000085,2023-11-10 15:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.47,8.0,1.54,19.1,rain,Small Van,1000,10,45,280.34,2.6,4,False,3,4,15,3361.64
DEL000086,2023-02-24 17:00:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.78,3.9,0.04,20.2,clear,Large Truck,5000,30,35,3939.03,20.74,4,False,5,4,17,4407.51
DEL000087,2023-07-09 09:00:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068.0,0.42,27.5,0.09,14.1,clear,Large Truck,5000,30,35,3390.73,23.16,2,False,3,6,9,1754.82
DEL000088,2023-03-11 08:00:00,29.7604,-95.3698,Houston,34.0522,-118.2437,Los Angeles,2206.26,0.57,11.7,0.08,14.8,clear,Large Truck,5000,30,35,3667.63,14.67,5,False,2,5,8,4546.53
DEL000089,2023-08-13 18:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.31,25.9,0.09,0.4,clear,Sprinter,1500,15,50,607.59,10.12,4,True,4,6,18,3331.22
DEL000090,2023-10-18 18:00:00,34.0522,-118.2437,Los Angeles,29.7604,-95.3698,Houston,2206.26,0.63,12.2,0.06,24.2,clear,Large Truck,5000,30,35,508.62,14.28,1,True,2,2,18,4063.2
DEL000091,2023-03-28 15:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.39,14.4,0.04,26.6,clear,Large Truck,5000,30,35,2116.33,6.04,3,False,0,1,15,1958.4
DEL000092,2023-11-19 08:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.83,5.7,0.02,29.7,clear,Medium Truck,3000,20,40,2001.87,8.8,4,False,4,6,8,338.21
DEL000093,2023-04-20 19:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.57,17.9,0.07,25.8,clear,Sprinter,1500,15,50,406.63,2.77,3,False,5,3,19,4702.22
DEL000094,2023-01-19 18:00:00,41.8781,-87.6298,Chicago,29.7604,-95.3698,Houston,1515.81,0.85,8.9,0.07,11.8,cloudy,Sprinter,1500,15,50,945.91,2.79,2,False,2,3,18,3910.93
DEL000095,2023-08-29 09:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,1.1,28.4,0.15,23.7,cloudy,Small Van,1000,10,45,651.01,6.13,4,False,3,1,9,10796.68
DEL000096,2023-05-20 12:00:00,29.7604,-95.3698,Houston,40.7128,-74.006,New York,2281.34,0.59,12.5,0.08,28.7,clear,Large Truck,5000,30,35,725.16,13.08,4,True,0,5,12,4141.12
DEL000097,2023-02-05 10:00:00,39.9526,-75.1652,Philadelphia,41.8781,-87.6298,Chicago,1068.0,0.54,6.4,0.28,24.6,cloudy,Large Truck,5000,30,35,1930.2,5.24,5,False,4,6,10,2448.93
DEL000098,2023-08-22 14:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.6,21.2,0.09,27.1,clear,Large Truck,5000,30,35,1161.78,19.49,2,False,1,1,14,5230.72
DEL000099,2023-11-14 12:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.48,5.0,0.03,27.3,clear,Medium Truck,3000,20,40,477.09,3.0,2,False,4,1,12,2006.47
DEL000100,2023-09-17 16:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.97,14.6,0.04,6.8,clear,Large Truck,5000,30,35,2277.09,1.64,4,False,3,6,16,9369.35
DEL000101,2023-06-17 08:00:00,39.9526,-75.1652,Philadelphia,40.7128,-74.006,New York,129.61,0.5,28.8,0.91,1.9,snow,Small Van,1000,10,45,597.96,6.26,5,False,5,5,8,566.29
DEL000102,2023-12-07 18:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.92,4.6,1.86,10.8,rain,Medium Truck,3000,20,40,264.74,12.3,2,False,4,3,18,4312.81
DEL000103,2023-04-24 20:00:00,40.7128,-74.006,New York,39.9526,-75.1652,Philadelphia,129.61,0.3,11.6,0.16,4.4,cloudy,Large Truck,5000,30,35,3087.42,13.76,2,False,5,0,20,290.51
DEL000104,2023-12-08 18:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.38,9.0,0.05,9.4,clear,Small Van,1000,10,45,87.8,4.88,1,False,1,4,18,2075.41
DEL000105,2023-02-21 10:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.68,9.7,0.1,1.0,clear,Large Truck,5000,30,35,3735.17,4.39,1,True,0,1,10,6966.53
DEL000106,2023-12-01 20:00:00,40.7128,-74.006,New York,29.7604,-95.3698,Houston,2281.34,0.75,4.1,0.1,24.6,clear,Sprinter,1500,15,50,461.73,0.12,2,False,5,4,20,5111.29
DEL000107,2023-03-19 15:00:00,39.9526,-75.1652,Philadelphia,34.0522,-118.2437,Los Angeles,3843.45,0.41,19.5,0.04,10.5,clear,Small Van,1000,10,45,203.03,1.14,4,False,4,6,15,6223.68
DEL000108,2023-12-25 06:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.27,3.1,0.05,18.2,clear,Large Truck,5000,30,35,986.07,4.29,4,False,3,0,6,1815.76
DEL000109,2023-04-04 07:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.37,18.9,0.19,26.8,cloudy,Medium Truck,3000,20,40,990.43,11.74,2,False,2,1,7,2223.55
DEL000110,2023-02-04 19:00:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.34,7.7,0.15,9.3,cloudy,Large Truck,5000,30,35,1736.92,13.84,2,False,4,5,19,3549.54
DEL000111,2023-06-29 11:00:00,34.0522,-118.2437,Los Angeles,39.9526,-75.1652,Philadelphia,3843.45,0.71,22.6,0.17,16.6,cloudy,Small Van,1000,10,45,394.38,5.86,3,False,3,3,11,8892.68
DEL000112,2023-10-06 20:00:00,29.7604,-95.3698,Houston,41.8781,-87.6298,Chicago,1515.81,0.69,10.4,2.0,25.6,rain,Small Van,1000,10,45,560.67,1.92,4,True,1,4,20,3887.61
DEL000113,2023-03-07 20:00:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.34,14.7,0.04,23.6,cloudy,Medium Truck,3000,20,40,2312.02,9.47,4,False,2,1,20,3799.15
DEL000114,2023-03-23 20:00:00,41.8781,-87.6298,Chicago,34.0522,-118.2437,Los Angeles,2803.97,0.36,18.2,0.08,20.7,clear,Large Truck,5000,30,35,2811.69,9.68,4,False,3,3,20,4324.75
DEL000115,2023-03-20 19:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.32,19.8,0.71,16.1,rain,Large Truck,5000,30,35,3456.34,14.51,4,False,4,0,19,7625.54
DEL000116,2023-12-28 11:00:00,40.7128,-74.006,New York,41.8781,-87.6298,Chicago,1144.29,0.63,7.6,1.91,14.4,rain,Medium Truck,3000,20,40,1307.21,5.26,3,True,5,3,11,2975.09
DEL000117,2023-08-19 14:00:00,29.7604,-95.3698,Houston,39.9526,-75.1652,Philadelphia,2156.27,0.79,28.1,0.02,20.9,cloudy,Medium Truck,3000,20,40,348.58,14.83,2,False,5,5,14,4740.85
DEL000118,2023-02-25 07:00:00,41.8781,-87.6298,Chicago,40.7128,-74.006,New York,1144.29,0.94,2.4,0.01,14.1,clear,Large Truck,5000,30,35,2147.02,4.08,1,False,5,5,7,2823.49
DEL000119,2023-05-15 15:00:00,41.8781,-87.6298,Chicago,39.9526,-75.1652,Philadelphia,1068.0,0.27,12.5,0.0,1.5,clear,Sprinter,1500,15,50,711.51,1.07,3,False,3,0,15,1555.27
DEL000120,2023-07-09 11:00:00,34.0522,-118.2437,Los Angeles,41.8781,-87.6298,Chicago,2803.97,0.74,22.0,0.09,19.2,clear,Medium Truck,3000,20,40,1874.8,9.03,1,False,1,6,11,5744.05
DEL000121,2023-07-21 12:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.26,24.0,0.07,30.0,clear,Medium Truck,3000,20,40,731.17,9.81,2,False,1,4,12,6350.61
DEL000122,2023-09-21 13:00:00,34.0522,-118.2437,Los Angeles,40.7128,-74.006,New York,3935.75,0.31,14.8,0.08,6.9,clear,Small Van,1000,10,45,115.28,4.51,1,False,3,3,13,6248.06
